Ryhmä;Suomenkielinen nimi;Tieteellinen nimi;Kuvaus;Koko;Kasvupaikka;Kemia;Levinneisyys;Mikrosienet;Muuta;Löydettyjä isäntäkasveja;Isäntäkasvin muita piensieniä;Löytöpaikoista Luopioisissa;Maastotuntomerkit;Vertaa seuraaviin;Kirjallisuus;Kuva 1;Kuva 2;Kuva 3;Kuva 4;Kuva 5;Kuva 6;Kuva 7;Kuva 8;Kuva 9;Kuva 10
Sammalet;Koskikoukkusammal;Dichelyma falcatum;Koskikoukkusammal kuuluu näkinsammalten (Fontinalaceae) heimoon. Suomesta on löydetty kaksi koukkusammallajia. Suikertavaversoinen, lehdet yhteen suuntaan sirppimäiset, venhoiset, keskisuonelliset, kolmessa rivissä. Keskisuoni ulottuu lehden päähän tai sen yli. Itiöpesäkkeet  harvinaisia.;Keskikokoinen alustaansa vasten painunut sammal.;Puroissa ja koskissa, kiviin tai puuhun kiinnittynyt, kuivalla tai vedessä, joskus myös rantapajujen rungoilla.;;Yleinen koko maassa. Sirkumboreaalinen.;;Koukkusammalten välimuotoja on löydetty.;;;Koskikoukkusammal  kuuluu lehtisammaliin ja on   Luopioisissa melko yleinen. Sammalta on tavattu melko runsaana koskista, jolloin se saattaa peittää purokiven kokonaan. Sitä on myös löydetty purojen tai muiden vesien läheisyydestä rantakiviin kiinnittyneenä. Samanlaisilla paikoilla kasvaa myös isonäkinsammal ja purokinnassammal, jotka ovat sitä yleisempiä. Kuvat on otettu Padankosken Myllylästä. Siellä kosken kivillä sammal on yleinen ja runsas. Pesäkkeellinen pikkukuva  on otettu Jämsän Ehunsalmelta.;Tumma väri, kolmiriviset lehdet.;Hiuskokkusammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/dichelyma_falcatum1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/dichelyma_falcatum.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/kokomaa.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/dichelyma_falcatum3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/dichelyma_falcatum2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/dichelyma_falcatum4.jpg;;
Sammalet;Koskipaasisammal;Schistidium agassizii;Koskipaasisammal kuuluu kivisammalten (Grimmiaceae) heimoon. Samassa suvussa on  27 vaikeasti toisistaan erotettavaa lajia. Versot lyhythaarattomia, lähes mustia. Lehdet litteät, karvakärjettömät, tylpät, lehdenreuna  papilliton. Itiöpesäkkeet yleisiä, pyöreähköjä,  perättömiä.;Keskikokoinen sammal, 2 - 5 cm, joka muodostaa tiiviitä puolipallomaisia tuppaita kivialustalle.;Koski- ja purokivillä usein veden alla, tihkupintaisilla kalliolla.;;Melko yleinen lähes koko maassa, pohjoisessa yleisempi.;;;;;Koskipaasisammal  kuuluu lehtisammaliin ja on  Luopioisissa hyvin harvinainen. Sammalta on tavattu vai kerran Rautajärven Myllykoskesta, jossa se kasvoi patovallin betonisella pinnalla pärskevyöhykkeessä pieninä tuppaina seuranaan mm. puropaasisammal. Kuvat on otettu Rautajärven kasvustosta kerätystä näytteestä.;Karvakärjetön tasainen lehti (luppi!).;Nystypaasisammal Rauniopaasisammal Puropaasisammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/schistidium_agassizii1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/schistidium_agassizii.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/kokomaa.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/schistidium_agassizii2.jpg;;;;
Sammalet;Koskisiipisammal;Fissidens pusillus;Koskisiipisammal kuuluu siipisammalten (Fissidentaceae) heimoon. Samassa suvussa on Suomessa yhdeksän lajia. Verso litteä ja pysty. Lehdet kaksiriviset, tyveltä kaksinkertaiset kuin siivelliset. Lehden reuna ehyt, siinä vaalea yhden solurivin reunakerros, tylppäkärkinen. Keskisuoni ja reunus eivät ulotu aivan lehden kärkeen. Itiöpesäkkeitä toisinaan, pystyjä.;Sammal on pieni < 1 cm korkea ja muodostaa löyhiä kasvustoja.;Koskikivillä mattomaisena tai yksittäin, usein veden pinnan alapuolella, harvemmin rantatöyräässä tai lahopuulla. Varjoisilla valuvetisillä kallioseinämillä.;;Melko harvinainen Etelä- ja Keski-Suomessa, Lapissa harvinainen.;;;;;Koskisiipisammal  kuuluu lehtisammaliin ja on Luopioisissa  harvinainen. Sammalta on tavattu vain kaksi kertaa alueelta. Se on  löydetty  Kyynärön Myllyojasta kiveen kiinnittyneenä. Toinen kasvupaikka on samanlaiselta paikalta Vekunanjärven laskupurosta Matinojalta. Sammal voi olla yleisempikin, mutta pienuutensa vuoksi se jää helposti huomaamatta. Kuvat on otettu Eurajoelta Irjanteenkoskesta, jossa se muodosti koskikiville laajoja mattomaisia kasvustoja. Versoissa oli runsaasti itiöpesäkkeitä.;Koko, lehden muoto ja kasvupaikka.;Rantasiipisammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/fissidens_pusillus1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/fissidens_pusillus.gif;https://luokasvit.s3.eu-west-1.amazonaws.com/KartatS/fissidens_pusilus.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/fissidens_pusillus2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/fissinens_pusillus3.jpg;;;
Sammalet;Koskisammakonsammal;Hygroamblystegium fluviatile;Koskisammakonsammal kuuluu ritvasammalten (Amblystegiaceae) heimoon. Sukuun kuuluu neljä  lajia. Versot ruskeita, kärjestä vihreitä, suikertavia, kohenevia, epäsäännöllisesti haaroittuvia. Lehdet vähitellen kapenevat, tylppäkärkiset. Keskisuoni ulottuu lehden kärkeen, vahva ja vihreä. Itiöpesäkkeet harvinaisia.;Keskikokoinen sammal, joka muodostaa tiheitä mattomaisia kasvustoja.;Koski- ja purokivillä vesirajassa tai veden alla. Mesotrofi.;;Suomessa lähes koko maassa, mutta harvinainen. Puuttuu Pohjois-Lapista.;;;;;Koskisammakonsammal  kuuluu lehtisammaliin ja on  Luopioisissa harvinainen. Sammalta on tavattu alueelta neljältä paikalta, mutta koska kaikkia koskia ei ole tarkastettu, saattaa se olla yleisempikin. Ensimmäinen löytöpaikka on vuodelta 2002 Kyynärön koskesta aivan sillan kohdalta, jossa se on niukka. Toinen kasvupaikka on löydetty kesällä 2011 Rautajärven Tuppikoskesta, jossa sammalta kasvaa purokivillä niukalti. Myös Vekuna-järven laskupurosta sammalta on löydetty, samoin kuin Aitoon keskustan Myllyojan koskesta. Kuvat on otettu Tuppikosken kasvustosta kerätystä näyteestä.;Kasvupaikka ja tylpä lehti.;Koskikoukkusammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/hygroamblystegium_fluviatile1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/hygroamblystegium_fluviatile.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/hygroamblystegium_fluviatile.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/hygroamblystegium_fluviatile2.jpg;;;;
Sammalet;Koukkupurosammal;Hygrohypnella ochracea;Koukkupurosammal kuuluu sirppisammalten (Scorpidiaceae)  heimoon. Suomessa tavataan vain tämä laji. Alustaa vasten suikertava sammal. Lehdet puikeankuperat, tylppäkärkiset, keskisuoni kaksihaarainen tai puuttuu.;Keskikokoinen sammal, joka muodostaa kasvupaikalleen yhtenäisiä, joskus laajojakin mattomaisia kasvustoja.;Purokivillä vesirajassa tai upoksissa, valuvetisillä kallioilla.;;Yleinen koko maassa, sirkumpolaarinen.;;Vanha nimi Hygrohypnum ocraceum;;;Koukkupurosammal  kuuluu lehtisammaliin ja on   Luopioisissa  harvinainen. Sammalta on tavattu  Kuohijoelta Sahaojan koskesta, jossa se kasvaa laakean kiven päällä runsaana sekä Padankosken Myllylän koskesta. Muista koskista sitä ei ole tarpeeksi etsitty, joten se saattaa hyvinkin olla tätä yleisempi. Kuvat on otettu Sahaojan kasvupaikalta. Kenttätuntomerkki: Kasvupaikka, lehden muoto.;;Rantasuikerosammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/hygrohypnum_ochraceum1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/hygrohypnum_ochraceum.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/hygrohypnum_ochraceum.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/hygrohypnum_ochraceum2.jpg;;;;
Sammalet;Koukkusuikerosammal;Sciuro-hypnum reflexum;Koukkusuikerosammal kuuluu suikerosammalten (Brachytheciaceae) laajaan heimoon. Sukuun kuuluu meillä yhdeksän lajia. Sammal muodostaa alustanmyötäisiä kasvustoja, on pienikokoinen ja haarautuu säännöllisesti. Varsilehdet pitkäjohteiset, pitkäsuippuiset , keskisuoni vahva ja ulottuu lehden kärkeen. Itiöpesäke kyömy, perä kauttaaltaan karhea.;Pienikokoinen sammal, joka muodostaa alustalleen mattomaisia tiheitä kasvustoja.;Lehtipuiden tyvikuorella, lahopuulla, kivillä, joskus maalla, lehdoissa ja lehtomaisissa kangasmetsissä.;;Yleinen koko maassa. Sirkumboreaalinen. Suikerosammalista yleisimpiä.;;;;;Koukkusuikerosammal  kuuluu lehtisammaliin ja on Luopioisissa yleinen. Sammalta on tavattu runsaina peitteinä lehdoista, pensaikoista, puutarhoista lahopuulta, karikkeelta, kiviltä ja kannoilta. Sen runsautta on vaikea arvioida, koska se usein kasvaa sekakasvustoina muiden sammalten kanssa. Kuvat on otettu Iso-Vekunan saaresta lehtokorvesta, jossa sammal kasvoi lahoavien oksien ja lehtipuiden runkojen päällä runsaana.;Koko, suikeat versot, pesäke perineen.;Muut suikerosammalet;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sciuro-hypnum_reflexum1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/sciuro-hypnum_reflexum.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/kokomaa.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/sciuro-hypnum_reflexum2.jpg;https://luokasvit.s3-eu-west-1.amazonaws.com/sciuro-hypnum_reflexum3.jpg;;;
Sammalet;Kourulaakasammal;Plagiothecium cavifolium;Kourulaakasammal kuuluu laakasammalten (Plagiotechiaceae) heimoon. Samaan sukuun kuuluu 11 joskus hyvin vaikeasti toisistaan erotettavaa lajia. Varsi haaraantuu tyveltä ja haarat ovat yhdensuuntaisia. Varsilehdet asettuvat varren ympäri muodostaen sylinterimäisen muodon. Keskisuoni on lyhyt, kaksihaarainen. Lehdet ovat kapeajohteisia ja ehytlaitaisia, koveria ja heikosti pitkittäispoimuisia. Lehti jokseenkin jyrkästi kärkeen kapeneva. Pesäkkeitä harvoin.;Keskikokoinen sammal (1 - 2 cm) ja muodostaa yhtenäisiä peittäviä kasvustoja.;Sammal kasvaa ravinteisilla lehtokallioilla joskus karikkeella, puropenkereissä ja lehtipuiden tyvellä.;;Koko maassa jokseenkin yleinen, mutta paikoittainen.;;;;;Kourulaakasammal  kuuluu lehtisammaliin ja on  Luopioisissa melko yleinen. Sammal on vaikeasti erotettavissa maastossa, joten sen runsautta on vaikea arvioida. Sitä on tavattu kallionkoloista ja -seinämiltä usealta alueelta, sekä puropenkereistä. Se vaatii aina tarkemman mikroskooppisen tarkastelun lähilajien samannäköisyyden vuoksi. Kuvat 1 ja 3 on otettu Padankosken Myllylästä, jossa sammalta kasvoi melko runsaasti peitteenä Myllypuron penkereessä. Kuvat 4 ja 5 on otettu Padankosken Sipilänojalta.;Heleänvihreä, pötkömäinen verso, kovera lehti.;Harsulaakasammal Kaarilaakasammal Kivilaakasammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/plagiothecium_cavifolium4.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/plagiothecium_cavifolium.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/kokomaa.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/plagiothecium_cavifolium2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/plagiothecium_cavifolium1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/plagiothecium_cavifolium3.jpg;;
Sammalet;Kouruliuskasammal;Riccardia incurvata;Kouruliuskasammal kuuluu nauhasammalten (Aneuraceae) heimoon. Suvussa on maassamme viisi lajia. Sekovarsi lehdetön, niukkahaarainen, selkäpuolelta kovera, puolikuunmuotoinen. Juurakkomainen päävarsi puuttuu. Pesäkkeet harvinaisia.;Sammal on pienikokoinen, 1 - 2 cm pitkä ja noin millimetrin levyinen. Se kiinnittyy melko tiukasti ja peitteisesti alustaansa.;Märällä hiekkapitoisella maalla, tulvarannoilla, tihkupinnoilla.;;Harvinainen Etelä-Suomessa ja Kuusamossa.;;Taantunut laidunnuksen vähennyttyä.;;;Kouruliuskasammal  kuuluu maksasammaliin ja sitä ei ole  löydetty   Luopioisista. Sammalta tulisi etsiä lähteiden läheisyydestä ja ravinteisilta tulvamailta. Sammalen harvinaisuuden vuoksi sen löytyminen Luopioisista on epätodennäköistä. Sitä ei ole löydetty EH-alueelta eikä Pirkanmaalta. Etelä-Suomen kasvupaikat ovat Uudellamaalla ja Kymenlaaksossa. Toisaalta sen levinneisyys on huonosti tunnettu. Kuvat on otettu kesällä 2014  Kuusamon Liikasenvaaralta kerätystä näytteestä. Löytö on ensimmäinen Kuusamosta.;Kouruinen vähäliuskainen varsi. Pieni koko.;Kantoliuskasammal Pikkuliuskasammal Luhtaliuskasammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/riccardia_incurvata1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/riccardia_incurvata2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/riccardia_incurvata3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/riccardia_incurvata4.jpg;;;;
Sammalet;Kujasammal;Pylaisia polyantha;Kujasammal kuuluu palmikkosammalten (Hypnaceae) heimoon ja on sukunsa ainoa edustaja Suomessa. Verso tyveltä haarova, laakea, suikertava, alustaansa kiinnittynyt, säännöllisesti haarainen ja kiiltävä. Lehdet lähes keskisuonettomat, teräväkärkiset, suorat. Itiöpesäkkeitä runsaasti, pystyjä.;Pienikokoinen sammal, joka muodostaa tiheitä suikertavia mattomaisia kasvustoja.;Lehdoissa, lehtomaisissa metsissä, pihoissa ja puutarhoissa lehtipuiden (usein haapa) rungolla erillisinä kasvustoina, myös kallioilla ja betonilla.;;Yleinen koko maassa, pohjoisessa harvinaisempi. Sirkumboreaalinen.;;;;;Kujasammal  kuuluu lehtisammaliin ja on Luopioisissa hyvin yleinen. Sammalta on tavattu runsaana lehtomaisista metsistä ja haavikoista. Haavan rungolle se muodostaa laajoja itsenäisiä kasvustoja hyvinkin korkealle ja on siksi helposti huomattavissa. Myös emäksisiltä kallioilta sitä on tavattu, samoin lahopuulta ja lohkareilta. Kasvusto on usein keskeltä ruskea ja laidoilta vihreä. Seuranaan sillä on monesti kamppisammal, suikerosammalia ja haapasuomusammal. Kuvat on otettu Kuohijoen kalkkialueen haavoista. Siellä sammal kasvaa myös kivipinnalla. Kuva 5 on Orivedeltä, jossa sammal kasvoi metallipinnalla.;Kasvutapa rungolla ja pystyt itiöpesäkkeet.;Kalliopalmikkosammal Metsäkamppisammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/pylaisia_polyantha3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/pylaisia_polyantha.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/kokomaa.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/pylaisia_polyantha2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/pylaisia_polyantha1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/pylaisia_polyantha4.jpg;;
Sammalet;Kuljurahkasammal;Sphagnum cuspidatum;Kuljurahkasammal kuuluu rahkasammalten (Sphagnaceae) heimoon ja on yksi Sphagnum-suvun Suomessa esiintyvistä 40 lajista. Helpoimmin sen erottaa muista rahkasammalista kasvupaikan ja pensselimäisen kasvutavan perusteella. Määrityskaavallisesti se löytyy seuraavasti: ei möyheälehtinen - pensselimäinen - varsi veltto  - haaralehdet hyvin suipot - varsilehti pitkä, teräväkärkinen.;Keskikokoinen rahkasammal, joka kasvaa yhtenäisinä kasvustoina tai yksittäin.;Vähäravinteiset nevat,  rimpipinnalla ja kuljuissa upoksissa, usein vedessä kelluvana.;;Yleinen lähes koko maassa, keidassuoalueella, pohjoisessa harvinaisempi.;;;;;Kuljurahkasammal  kuuluu lehtisammaliin ja on  Luopioisissa melko harvinainen. Sammalta on tavattu pääasiassa Kurkisuon ruopparimpinevoilta, joilla se on runsas, mutta sitä  esiintyy myös niukemmin pienemmillä soilla, niiden keskiosien kuljuista, mutta se on monelta pikkusuolta tarkistamatta. Ensimmäinen kuva on Kurkisuon länsipuolen keskustan ruopparimpinevalta. Toinen kuva on Padankosken Riimikorvesta osittain kuivuneesta kuljusta.;Kasvupaikka ja pensselimäinen kasvutapa.;Muut rahkasammalet.;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sphagnum_cuspidatum1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatL/sphagnum_cuspidatum.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/KartatS/sphagnum_cuspidatum.gif;https://s3-eu-west-1.amazonaws.com/luokasvit/sphagnum_cuspidatum2.jpg;;;;
Sammalet;Kultasammal;Tomentypnum nitens;Kultasammal kuuluu suikerosammalten (Brachytheciaceae) laajaan heimoon ja se on sukunsa ainoa laji Suomessa. Alustanmyötäinen, kiiltävä, kellan- tai kullanvihreä, suikertava sammal. Sammal on melko säännöllisesti haarainen, ritsoidihuovaston yhteensitoma ja sen lehdet ovat keskisuonelliset, suikeat ja ehytlaitaiset. Sivuhaarojen kärjet usein terävät (kuva 1).;Isokokoinen (> 5 cm),  yhtenäisiä kasvustoja muodostava tai muiden sammalten joukossa kasvava sammal.;Letoilla, kuivalla mätäs- tai välipinnalla, joskus paljakan lumenviipymillä. Eutrofi.;;Tavataan koko maassa letoilta, yleisin Pohjois-Suomessa.;;;;;Kultasammal  kuuluu lehtisammaliin ja sitä ei ole vielä löydetty Luopioisista. Sammalta on etsitty niiltä harvoilta mesotrofisilta suopaloilta, joita alueelta on tavattu, mutta tuloksetta. Jos selkeää lettoa ei täältä löydy, ei löydy kultasammaltakaan. Kuvat 1 ja 3 on otettu letolta Oriveden Yliskylästä kerätystä näytteestä. Kuva 2 on Utsjoelta Cuomasvarrilta.;Sammalen koko ja väri, sivuversojen piikkimäiset kärjet.;;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/tomentypnum_nitens1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/tomentypnum_nitens3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/tomentypnum_nitens2.jpg;;;;;
Sammalet;Kultasirppisammal;Loeskypnum badium;Kultasirppisammal kuuluu kuirisammalten (Calliergonaceae)  heimoon. Se on sukunsa ainoa laji Suomessa. Sammalen varsi on niukkahaarainen ja suikertava. Lehdet ovat ehytlaitaiset, kuperat ja kapenevat jyrkästi suipoksi kärjeksi. Keskisuoni on heikko. Väriltää sammal on usein kuparinruskea.;Keskikokoinen sammal, joka kasvaa usein rahkasammalten seassa tai muodostaa yhtenäisiä kasvustoja.;Ravinteisilla soilla, letoilla ja lähteisillä paikoilla, joskus emäksisillä kallioilla.;;Kasvaa koko maassa: pohjoisessa yleinen, etelässä harvinainen.;;Sirkumboreaalinen.;;;Kultasirppisammal  kuuluu lehtisammaliin ja sitä ei ole löydetty Luopioisista. Sammalta ei ole täältä etsitty, sillä sen mahdolliset kasvupaikat ovat Luopioisissa harvassa. Todennäköisyys, että se kasvaa täällä on pieni, mutta kannattaa silti pitää silmänsä auki ravinteisilla soilla. Kuvat on otettu Salamaperän luonnopuistossa, lähdeletolta.;Kasvupaikka, väri.;Hetesirppisammal Nevasirppisammal Kalvaskuirisammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/loeskypnum_badium1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/loeskypnum_badium2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/loeskypnum_badium3.jpg;;;;;
Sammalet;Kultasuikerosammal;Brachythecium turgidum;Kultasuikerosammal kuuluu suikerosammalten (Brachytheciaceae) heimoon. Suomessa tavataan 13 Brachytecium-suvun sammallajia. Verso on epäsäännöllisesti pitkähaarainen, kellertävänvihreä. Lehdet tiheässä limittäin, pitkäsuippuiset, pitkittäinpoimuiset, keskisuoni ulottuu lehden puolivälin yläpuolelle. Pesäkkeitä harvoin, niiden perät sileät.;Suurikokoinen sammal, joka muodostaa kasvupaikalleen yhtenäisiä kasvustoja.;Ravinteisilla soilla, kalkkilehdoissa, kosteilla kallioseinämillä.;;Lapissa melko yleinen, Etelä-Suomessa tavattu vain Ahvenanmaalta. Taantunut.;;;;;Kultasuikerosammal  kuuluu lehtisammaliin ja sitä ei ole löydetty Luopioisista. Sammalta en ole täältä etsinyt. Sammal vaatii kalkkipitoisen maaperän tai peräti kalkkikallion, joten sen löytyminen Luopioisista on hyvin epätodenäköistä. Itse olen nähnyt sammalta  Lapin kolmion alueella Tervolassa, jossa sitä kasvoi vanhalla marmorilouhoksella, Sallan Tuntsassa sekä kesällä 2019 Kittilän Pitslomajärven suojelualueella. Kuvat 1 ja 2 on otettu Kittilästä ja 3 ja 4  Sallan kasvupaikalta ja sieltä kerätystä näytteestä.;Koko ja epämääräisesti pitkähaarainen verso.;Kiiltosuikerosammal Ahosuikerosammal Kalkkisuikerosammal;;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/sulka2.jpg;https://luokasvit.s3-eu-west-1.amazonaws.com/brachythecium_turgidum4.jpg;https://luokasvit.s3-eu-west-1.amazonaws.com/brachythecium_turgidum3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/brachythecium_turgidum2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/brachythecium_turgidum1.jpg;;;;
